0,0,0,-0.054644809,-0.333333333,-0.169398907,-0.584699454,-0.262295082,-0.803278689,-0.284153005,-0.967213115,-0.633879781,-0.426229508,-0.945355191,-0.382513661,-0.87431694,-0.338797814,-0.737704918,-0.338797814,-0.68852459,-0.229508197,-1,-0.191256831,-0.923497268,-0.169398907,-0.808743169,-0.174863388,-0.683060109,-0.038251366,-0.956284153,-0.027322404,-0.885245902,-0.021857923,-0.770491803,-0.027322404,-0.639344262,0.131147541,-0.87431694,0.142076503,-0.81420765,0.120218579,-0.710382514,0.098360656
0,0,0,-0.034682081,-0.312138728,-0.150289017,-0.549132948,-0.23699422,-0.757225434,-0.25433526,-0.901734104,-0.624277457,-0.427745665,-0.947976879,-0.36416185,-0.901734104,-0.300578035,-0.774566474,-0.289017341,-0.682080925,-0.242774566,-1,-0.184971098,-0.936416185,-0.138728324,-0.826589595,-0.132947977,-0.682080925,-0.052023121,-0.971098266,-0.011560694,-0.895953757,0.005780347,-0.786127168,0.005780347,-0.641618497,0.132947977,-0.89017341,0.167630058,-0.832369942,0.161849711,-0.722543353,0.138728324
0,0,0,0.011235955,-0.337078652,-0.084269663,-0.606741573,-0.174157303,-0.831460674,-0.202247191,-0.988764045,-0.578651685,-0.528089888,-0.926966292,-0.516853933,-0.893258427,-0.460674157,-0.769662921,-0.43258427,-0.662921348,-0.337078652,-1,-0.342696629,-0.938202247,-0.292134831,-0.825842697,-0.275280899,-0.685393258,-0.134831461,-0.983146067,-0.157303371,-0.904494382,-0.129213483,-0.786516854,-0.117977528,-0.668539326,0.061797753,-0.921348315,0.04494382,-0.859550562,0.039325843,-0.741573034,0.028089888
0,0,0,-0.034090909,-0.306818182,-0.142045455,-0.5625,-0.232954545,-0.789772727,-0.267045455,-0.948863636,-0.545454545,-0.522727273,-0.926136364,-0.505681818,-0.892045455,-0.420454545,-0.767045455,-0.386363636,-0.607954545,-0.340909091,-1,-0.329545455,-0.948863636,-0.255681818,-0.835227273,-0.232954545,-0.619318182,-0.142045455,-0.977272727,-0.142045455,-0.914772727,-0.096590909,-0.789772727,-0.090909091,-0.596590909,0.068181818,-0.897727273,0.045454545,-0.857954545,0.056818182,-0.75,0.056818182
0,0,0,-0.011173184,-0.329608939,-0.117318436,-0.597765363,-0.201117318,-0.826815642,-0.223463687,-1,-0.530726257,-0.547486034,-0.905027933,-0.541899441,-0.843575419,-0.469273743,-0.715083799,-0.43575419,-0.608938547,-0.357541899,-0.988826816,-0.368715084,-0.927374302,-0.30726257,-0.810055866,-0.279329609,-0.631284916,-0.156424581,-0.977653631,-0.195530726,-0.899441341,-0.156424581,-0.776536313,-0.139664804,-0.61452514,0.044692737,-0.905027933,-0.005586592,-0.843575419,-0.005586592,-0.731843575,0.005586592
0,0,0,-0.010471204,-0.32460733,-0.115183246,-0.591623037,-0.19895288,-0.827225131,-0.219895288,-1,-0.497382199,-0.544502618,-0.858638743,-0.534031414,-0.795811518,-0.460732984,-0.67539267,-0.429319372,-0.570680628,-0.361256545,-0.931937173,-0.366492147,-0.87434555,-0.308900524,-0.764397906,-0.282722513,-0.591623037,-0.167539267,-0.916230366,-0.209424084,-0.842931937,-0.172774869,-0.722513089,-0.157068063,-0.581151832,0.020942408,-0.848167539,-0.036649215,-0.785340314,-0.036649215,-0.680628272,-0.02617801
0,0,0,-0.035175879,-0.331658291,-0.150753769,-0.592964824,-0.24120603,-0.819095477,-0.256281407,-1,-0.51758794,-0.497487437,-0.884422111,-0.487437186,-0.804020101,-0.427135678,-0.67839196,-0.412060302,-0.577889447,-0.301507538,-0.939698492,-0.306532663,-0.864321608,-0.271356784,-0.743718593,-0.266331658,-0.582914573,-0.110552764,-0.899497487,-0.145728643,-0.819095477,-0.130653266,-0.703517588,-0.125628141,-0.557788945,0.060301508,-0.814070352,0.015075377,-0.748743719,0.010050251,-0.648241206,0.020100503
0,0,0,-0.070707071,-0.308080808,-0.202020202,-0.570707071,-0.308080808,-0.808080808,-0.323232323,-1,-0.454545455,-0.5,-0.843434343,-0.484848485,-0.863636364,-0.454545455,-0.777777778,-0.444444444,-0.515151515,-0.292929293,-0.914141414,-0.303030303,-0.904040404,-0.292929293,-0.808080808,-0.287878788,-0.53030303,-0.090909091,-0.888888889,-0.141414141,-0.863636364,-0.136363636,-0.772727273,-0.136363636,-0.515151515,0.085858586,-0.787878788,0.025252525,-0.792929293,0.005050505,-0.742424242,0
0,0,0,-0.078947368,-0.326315789,-0.215789474,-0.584210526,-0.321052632,-0.826315789,-0.347368421,-1,-0.489473684,-0.542105263,-0.894736842,-0.526315789,-0.889473684,-0.452631579,-0.794736842,-0.410526316,-0.536842105,-0.352631579,-0.952631579,-0.347368421,-0.910526316,-0.294736842,-0.789473684,-0.268421053,-0.547368421,-0.152631579,-0.926315789,-0.178947368,-0.863157895,-0.142105263,-0.736842105,-0.131578947,-0.531578947,0.036842105,-0.852631579,-0.015789474,-0.805263158,-0.015789474,-0.7,0.005263158
0,0,0,-0.082872928,-0.331491713,-0.215469613,-0.591160221,-0.320441989,-0.828729282,-0.359116022,-1,-0.508287293,-0.563535912,-0.917127072,-0.569060773,-0.895027624,-0.46961326,-0.790055249,-0.419889503,-0.55801105,-0.375690608,-0.994475138,-0.386740331,-0.961325967,-0.309392265,-0.850828729,-0.276243094,-0.569060773,-0.171270718,-0.961325967,-0.198895028,-0.922651934,-0.143646409,-0.79558011,-0.121546961,-0.55801105,0.033149171,-0.906077348,-0.011049724,-0.883977901,0,-0.784530387,0.022099448
0,0,0,-0.054644809,-0.31147541,-0.163934426,-0.568306011,-0.234972678,-0.808743169,-0.240437158,-1,-0.50273224,-0.475409836,-0.890710383,-0.453551913,-0.836065574,-0.420765027,-0.704918033,-0.415300546,-0.56284153,-0.273224044,-0.956284153,-0.273224044,-0.901639344,-0.256830601,-0.792349727,-0.25136612,-0.579234973,-0.076502732,-0.923497268,-0.120218579,-0.863387978,-0.114754098,-0.74863388,-0.109289617,-0.557377049,0.098360656,-0.830601093,0.038251366,-0.792349727,0.016393443,-0.710382514,0.027322404
0,0,0,-0.060773481,-0.320441989,-0.171270718,-0.580110497,-0.248618785,-0.817679558,-0.248618785,-1,-0.524861878,-0.497237569,-0.906077348,-0.464088398,-0.872928177,-0.397790055,-0.756906077,-0.38121547,-0.585635359,-0.298342541,-0.966850829,-0.29281768,-0.922651934,-0.254143646,-0.817679558,-0.243093923,-0.596685083,-0.093922652,-0.933701657,-0.121546961,-0.872928177,-0.104972376,-0.756906077,-0.099447514,-0.569060773,0.093922652,-0.845303867,0.038674033,-0.79558011,0.033149171,-0.701657459,0.044198895
0,0,0,-0.040697674,-0.313953488,-0.145348837,-0.563953488,-0.220930233,-0.796511628,-0.23255814,-0.976744186,-0.563953488,-0.48255814,-0.936046512,-0.447674419,-0.877906977,-0.38372093,-0.744186047,-0.360465116,-0.622093023,-0.284883721,-1,-0.26744186,-0.947674419,-0.215116279,-0.831395349,-0.197674419,-0.627906977,-0.081395349,-0.970930233,-0.098837209,-0.901162791,-0.063953488,-0.779069767,-0.052325581,-0.598837209,0.11627907,-0.88372093,0.081395349,-0.831395349,0.075581395,-0.73255814,0.081395349
0,0,0,-0.008733624,-0.336244541,0.104803493,-0.620087336,0.192139738,-0.829694323,0.266375546,-1,0.572052402,-0.519650655,0.851528384,-0.572052402,0.834061135,-0.593886463,0.716157205,-0.56768559,0.628820961,-0.358078603,0.956331878,-0.419213974,0.886462882,-0.436681223,0.720524017,-0.423580786,0.650655022,-0.19650655,0.951965066,-0.248908297,0.899563319,-0.270742358,0.755458515,-0.262008734,0.64628821,-0.030567686,0.873362445,-0.056768559,0.895196507,-0.104803493,0.80349345,-0.126637555
0,0,0,-0.029787234,-0.340425532,0.068085106,-0.625531915,0.140425532,-0.838297872,0.204255319,-1,0.536170213,-0.540425532,0.8,-0.608510638,0.791489362,-0.655319149,0.676595745,-0.642553191,0.604255319,-0.391489362,0.923404255,-0.472340426,0.863829787,-0.519148936,0.693617021,-0.506382979,0.638297872,-0.238297872,0.931914894,-0.310638298,0.880851064,-0.357446809,0.727659574,-0.34893617,0.65106383,-0.076595745,0.876595745,-0.119148936,0.880851064,-0.178723404,0.774468085,-0.2
0,0,0,-0.041284404,-0.30733945,0.050458716,-0.605504587,0.133027523,-0.830275229,0.183486239,-1,0.52293578,-0.541284404,0.775229358,-0.619266055,0.798165138,-0.651376147,0.701834862,-0.628440367,0.605504587,-0.389908257,0.903669725,-0.472477064,0.857798165,-0.495412844,0.697247706,-0.472477064,0.637614679,-0.229357798,0.912844037,-0.30733945,0.885321101,-0.334862385,0.752293578,-0.311926606,0.633027523,-0.055045872,0.857798165,-0.105504587,0.899082569,-0.155963303,0.830275229,-0.174311927
